"체결시간","체결가","체결량"
"09:07:08 619","7510","+1"
"09:07:08 901","7510","+10"
"09:07:09 209","7510","+10"
"09:07:09 912","7500","-30"
"09:07:10 507","7500","+5"
"09:07:10 598","7500","+10"
"09:07:13 192","7500","+50"
"09:07:13 295","7500","+66"
"09:07:14 021","7500","+333"
"09:07:14 796","7500","+10"
"09:07:15 186","7500","+938"
"09:07:15 796","7510","+10"
"09:07:15 988","7510","+1"
"09:07:15 999","7500","-2000"
"09:07:16 394","7500","-100"
"09:07:16 596","7510","+10"
"09:07:17 897","7500","-531"
"09:07:18 122","7500","+670"
"09:07:19 110","7500","+10"
"09:07:20 186","7500","+3500"
"09:07:20 186","7510","+3500"
"09:07:20 488","7490","-100"
"09:07:20 618","7490","-27"
"09:07:21 099","7510","+10"
"09:07:21 402","7510","+10"
"09:07:21 810","7510","+10"
"09:07:24 411","7510","+2"
"09:07:26 085","7510","+5"
"09:07:26 509","7510","+1000"
"09:07:28 015","7510","+17"
"09:07:28 115","7500","-1000"
"09:07:28 696","7500","-562"
"09:07:29 094","7500","-6"
"09:07:29 513","7490","-753"
"09:07:30 691","7500","+200"
"09:07:30 703","7500","+200"
"09:07:31 505","7490","-784"
"09:07:33 021","7490","-183"
"09:07:33 705","7500","+20"
"09:07:34 414","7490","-4"
"09:07:34 621","7500","+133"
"09:07:35 188","7490","-2"
"09:07:35 189","7490","-1516"
"09:07:36 100","7490","-323"
"09:07:37 022","7490","+40"
"09:07:37 501","7490","+20"
"09:07:39 113","7490","+32"
"09:07:39 425","7490","-18"
"09:07:40 824","7500","+17"
"09:07:42 404","7490","-479"
"09:07:43 025","7490","-1"
"09:07:43 214","7490","-45"
"09:07:43 411","7490","+266"
"09:07:43 688","7480","-160"
"09:07:44 501","7490","+594"
"09:07:46 487","7490","+1"
"09:07:47 418","7480","-500"
"09:07:50 511","7480","-1000"
"09:07:51 702","7480","-1771"
"09:07:52 011","7480","+30"
"09:07:52 433","7470","-133"
"09:07:53 683","7480","+1399"
"09:07:53 683","7490","+601"
"09:07:55 002","7470","-300"
"09:07:57 629","7480","-200"
"09:08:03 501","7490","+1"
"09:08:04 612","7480","-5"
"09:08:04 902","7480","-3097"
"09:08:05 682","7480","+1"
"09:08:06 089","7480","+1902"
"09:08:07 627","7470","-5"
"09:08:07 628","7490","+592"
"09:08:07 630","7490","+274"
"09:08:07 632","7490","+510"
"09:08:07 633","7490","+143"
"09:08:09 899","7490","+1"
"09:08:11 105","7490","+29"
"09:08:11 387","7480","-4"
"09:08:11 987","7490","+3"
"09:08:13 793","7490","+1500"
"09:08:13 902","7480","-478"
"09:08:13 991","7500","+1"
"09:08:13 991","7500","+5062"
"09:08:15 814","7480","-20"
"09:08:17 301","7510","+336"
"09:08:17 303","7510","+1"
"09:08:20 294","7510","+50"
"09:08:21 893","7480","-6"
"09:08:24 498","7500","+1"
"09:08:30 298","7480","-238"
"09:08:30 490","7480","-100"
"09:08:30 788","7500","+1"
"09:08:34 798","7500","+2"
"09:08:35 099","7480","-71"
"09:08:35 509","7480","-32"
"09:08:35 698","7480","-50"
"09:08:35 790","7500","+1"
"09:08:37 888","7490","-10"
"09:08:38 398","7490","+1"
"09:08:38 893","7480","-900"
"09:08:41 502","7490","+236"
"09:08:41 647","7500","+10"
"09:08:42 827","7490","-100"
"09:08:42 894","7490","-620"
"09:08:44 404","7490","-150"
"09:08:45 389","7490","-258"
"09:08:45 881","7490","-1945"
"09:08:47 099","7500","+4"
"09:08:47 709","7500","+50"
"09:08:47 712","7500","+109"
"09:08:49 091","7500","+10"
"09:08:49 504","7500","+100"
"09:08:51 083","7500","+128"
"09:08:52 304","7500","+3"
"09:08:53 888","7500","+30"
"09:09:00 101","7490","-10"
"09:09:03 715","7500","+425"
"09:09:04 297","7490","-1310"
"09:09:05 097","7490","+1"
"09:09:05 904","7480","-20"
"09:09:07 998","7490","+40"
"09:09:10 310","7480","-1"
"09:09:10 496","7480","-200"
"09:09:12 714","7480","-199"
"09:09:13 519","7480","-1948"
"09:09:14 518","7470","-10309"
"09:09:14 519","7460","-751"
"09:09:15 316","7480","+1000"
"09:09:15 716","7460","-1"
"09:09:16 101","7470","+10"
"09:09:18 207","7470","+2"
"09:09:18 910","7470","+178"
"09:09:18 911","7460","-47"
"09:09:20 408","7460","-263"
"09:09:23 594","7460","-361"
"09:09:26 900","7460","-398"
"09:09:28 002","7460","-107"
"09:09:29 119","7460","+30"
"09:09:29 206","7460","+1"
"09:09:29 918","7460","+315"
"09:09:30 200","7450","-139"
"09:09:30 319","7450","-61"
"09:09:30 513","7460","+10"
"09:09:31 893","7450","-1"
"09:09:35 187","7450","-200"
"09:09:35 992","7450","-300"
"09:09:36 332","7450","-8"
"09:09:40 926","7450","-13"
"09:09:41 004","7450","-300"
"09:09:42 505","7450","-500"
"09:09:42 608","7450","-747"
"09:09:43 118","7450","-919"
"09:09:43 926","7450","-95"
"09:09:44 125","7460","+359"
"09:09:44 312","7450","-300"
"09:09:44 416","7450","-500"
"09:09:44 986","7450","-1000"
"09:09:46 599","7450","-890"
"09:09:46 995","7460","+1"
"09:09:47 402","7450","-643"
"09:09:47 918","7450","-44"
"09:09:48 711","7450","-200"
"09:09:50 214","7450","-300"
"09:09:50 301","7450","-200"
"09:09:50 407","7450","-100"
"09:09:52 792","7450","-48"
"09:09:53 730","7450","-1000"
"09:09:53 908","7450","-287"
"09:09:54 594","7450","-1000"
"09:09:55 485","7450","-844"
"09:09:56 410","7450","-120"
"09:09:56 454","7450","-619"
"09:09:56 595","7450","-513"
"09:09:56 595","7440","-2088"
"09:09:56 916","7450","+22"
"09:09:57 529","7450","-7"
"09:09:57 586","7440","-120"
"09:09:57 794","7450","+33"
"09:09:57 794","7460","+2681"
"09:09:57 887","7470","+2"
"09:09:57 997","7460","-30"
"09:09:58 328","7460","-1017"
"09:09:58 527","7460","-4"
"09:09:59 287","7460","-2735"
"09:09:59 607","7450","-150"
"09:09:59 703","7450","+20"
"09:09:59 915","7450","+1"
"09:10:00 507","7450","+1"
"09:10:00 812","7440","-1"
"09:10:03 393","7440","-86"
"09:10:04 998","7440","-67"
"09:10:05 894","7440","-80"
"09:10:06 281","7440","-46"
"09:10:06 595","7440","-4"
"09:10:07 201","7450","+129"
"09:10:07 318","7440","-30"
"09:10:07 323","7450","+11"
"09:10:07 388","7440","-130"
"09:10:07 602","7450","+6"
"09:10:07 719","7450","+22"
"09:10:07 793","7450","+11"
"09:10:07 889","7450","+11"
"09:10:07 893","7450","+8"
"09:10:07 914","7450","+22"
"09:10:08 007","7450","+16"
"09:10:08 083","7450","+7"
"09:10:08 197","7450","+11"
"09:10:08 208","7450","+5"
"09:10:08 789","7450","+6"
"09:10:09 008","7440","-220"
"09:10:09 998","7450","+1"
"09:10:10 919","7450","+1524"
"09:10:11 795","7450","+142"
"09:10:11 898","7450","-660"
"09:10:11 898","7440","-1340"
"09:10:12 603","7450","+65"
"09:10:13 003","7450","-38"
"09:10:13 589","7450","-20"
"09:10:15 397","7450","-1"
"09:10:15 797","7450","-109"
"09:10:15 926","7450","-16"
"09:10:16 889","7450","-150"
"09:10:18 784","7450","-10"
"09:10:19 601","7450","-248"
"09:10:20 806","7450","-600"
"09:10:20 922","7450","-40"
"09:10:20 994","7460","+1862"
"09:10:21 004","7470","+1"
"09:10:23 589","7460","-58"
"09:10:24 604","7460","-1"
"09:10:27 522","7470","+50"
"09:10:28 293","7470","+1"
"09:10:30 189","7460","-24"
"09:10:31 496","7460","-1000"
"09:10:32 010","7460","-200"
"09:10:32 205","7460","-1700"
"09:10:32 795","7460","-2"
"09:10:33 495","7460","-600"
"09:10:34 798","7460","-1000"
"09:10:35 611","7460","-100"
"09:10:35 700","7460","-63"
"09:10:41 127","7460","+1"
"09:10:41 499","7460","+134"
"09:10:45 903","7460","+9"
"09:10:46 682","7460","+1"
"09:10:46 979","7450","-2000"
"09:10:47 994","7460","+50"
"09:10:48 798","7460","+199"
"09:10:48 895","7450","-80"
"09:10:48 920","7450","-92"
"09:10:49 202","7460","+506"
"09:10:51 192","7450","-151"
"09:10:53 094","7450","-35"
"09:10:54 490","7450","-159"
"09:10:54 885","7450","-4000"
"09:10:56 006","7450","-330"
"09:10:56 294","7450","-789"
"09:10:58 630","7460","+10"
"09:10:59 181","7450","-65"
"09:10:59 417","7450","-2718"
"09:11:00 700","7440","-100"
"09:11:01 411","7440","-2500"
"09:11:01 909","7440","-59"
"09:11:01 909","7430","-441"
"09:11:02 009","7450","+1"
"09:11:03 692","7430","-417"
"09:11:06 628","7430","-80"
"09:11:08 407","7430","-1"
"09:11:08 896","7430","-131"
"09:11:10 613","7430","-2177"
"09:11:10 613","7420","-323"
"09:11:14 104","7420","-3561"
"09:11:14 105","7410","-3452"
"09:11:16 017","7420","+44"
"09:11:16 017","7430","+180"
"09:11:17 198","7430","-80"
"09:11:17 482","7430","-10"
"09:11:18 095","7430","-100"
"09:11:19 085","7440","+1"
"09:11:20 900","7430","-302"
"09:11:23 011","7430","-100"
"09:11:23 479","7430","-1000"
"09:11:25 712","7430","-10"
"09:11:28 495","7430","-26"
"09:11:30 896","7430","-1"
"09:11:31 100","7420","-199"
"09:11:31 100","7410","-495"
"09:11:32 893","7410","-400"
"09:11:33 617","7410","-1061"
"09:11:33 682","7430","+51"
"09:11:34 082","7410","-4"
"09:11:35 986","7430","+1"
"09:11:37 588","7410","-1"
"09:11:40 013","7410","-556"
"09:11:40 305","7410","-500"
"09:11:40 908","7430","+1277"
"09:11:44 302","7430","-250"
"09:11:44 492","7430","-117"
"09:11:44 897","7440","+1"
"09:11:45 493","7430","-100"
"09:11:46 500","7430","-110"
"09:11:47 225","7440","+10"
"09:11:49 029","7440","+1"
"09:11:50 298","7430","-200"
"09:11:51 505","7440","+1"
"09:11:52 191","7440","+1"
"09:11:54 899","7430","-359"
"09:11:56 305","7430","-216"
"09:11:58 499","7430","-32"
"09:11:59 299","7430","-181"
"09:12:01 703","7430","-200"
"09:12:02 412","7430","-100"
"09:12:02 418","7430","-304"
"09:12:02 418","7420","-196"
"09:12:04 891","7420","-40"
"09:12:05 404","7420","-420"
"09:12:07 584","7430","-200"
"09:12:07 585","7420","-367"
"09:12:11 500","7420","-222"
"09:12:11 710","7430","+1"
"09:12:14 799","7430","+150"
"09:12:15 610","7420","-100"
"09:12:17 188","7420","-29"
"09:12:17 595","7430","+2"
"09:12:18 694","7420","-300"
"09:12:21 112","7420","-963"
"09:12:22 191","7430","+47"
"09:12:23 221","7440","+1"
"09:12:24 193","7430","-400"
"09:12:27 097","7440","+500"
"09:12:27 507","7430","-500"
"09:12:28 008","7430","-1271"
"09:12:29 293","7440","+50"
"09:12:31 896","7440","+270"
"09:12:31 901","7440","+1"
"09:12:34 097","7430","-732"
"09:12:35 214","7440","+24"
"09:12:35 689","7430","-1000"
"09:12:36 306","7440","+134"
"09:12:37 914","7440","+8"
"09:12:39 584","7440","+100"
"09:12:46 317","7430","-150"
"09:12:53 393","7430","-311"
"09:12:54 393","7430","-300"
"09:12:55 527","7430","-15"
"09:12:57 323","7440","+1335"
"09:12:57 598","7440","-34"
"09:12:57 598","7440","-254"
"09:12:58 013","7450","+1"
"09:12:58 517","7440","-150"
"09:12:59 798","7450","+6"
"09:13:01 719","7450","+2296"
"09:13:01 913","7450","+1"
"09:13:01 929","7450","+1"
"09:13:02 001","7450","+50"
"09:13:02 584","7450","+1749"
"09:13:02 907","7440","-1"
"09:13:04 112","7460","+176"
"09:13:05 879","7440","-1500"
"09:13:06 791","7450","-500"
"09:13:12 122","7450","-1"
"09:13:14 795","7450","-209"
"09:13:17 078","7450","-142"
"09:13:18 480","7450","-513"
"09:13:22 708","7450","-57"
"09:13:22 999","7460","+50"
"09:13:26 282","7460","+39"
"09:13:30 891","7460","+1"
"09:13:31 399","7460","+12"
"09:13:31 787","7470","+1071"
"09:13:32 601","7470","+1"
"09:13:38 923","7460","-100"
"09:13:39 183","7470","+647"
"09:13:39 692","7480","+1498"
"09:13:42 893","7470","-297"
"09:13:44 194","7480","+25"
"09:13:45 906","7480","+192"
"09:13:46 489","7480","+10"
"09:13:51 912","7470","-50"
"09:13:52 289","7480","+350"
"09:13:53 795","7480","+20"
"09:13:53 998","7480","+351"
"09:13:54 583","7490","+4640"
"09:13:55 189","7490","+60"
"09:13:56 320","7490","+10"
"09:13:56 395","7490","+1542"
"09:13:57 105","7490","+10"
"09:13:57 904","7490","+333"
"09:13:58 191","7480","-149"
"09:13:58 605","7480","+61"
"09:13:58 797","7480","+1786"
"09:14:00 101","7470","-91"
"09:14:01 994","7480","+1157"
"09:14:02 084","7490","+545"
"09:14:02 899","7490","+316"
"09:14:05 687","7490","-100"
"09:14:06 001","7500","+2718"
"09:14:08 085","7500","+1"
"09:14:09 609","7500","+267"
"09:14:09 994","7500","+1"
"09:14:10 513","7500","+1615"
"09:14:10 685","7510","+3616"
"09:14:12 285","7510","+133"
"09:14:13 007","7510","+10"
"09:14:14 123","7510","+406"
"09:14:14 584","7510","+2"
"09:14:15 197","7510","+266"
"09:14:15 811","7510","+300"
"09:14:18 094","7510","+1542"
"09:14:18 301","7510","+66"
"09:14:19 393","7500","-1885"
"09:14:19 393","7490","-3115"
"09:14:20 190","7510","+10"
"09:14:20 199","7510","+372"
"09:14:20 409","7510","-128"
"09:14:21 193","7500","-1"
"09:14:23 297","7500","+50"
"09:14:23 297","7500","+265"
"09:14:27 806","7500","+1413"
"09:14:28 287","7500","-129"
"09:14:32 491","7490","-100"
"09:14:32 692","7500","+30"
"09:14:35 009","7500","+20"
"09:14:36 814","7500","+729"
"09:14:42 287","7500","+1"
"09:14:45 892","7500","+500"
"09:14:46 208","7500","+1238"
"09:14:47 104","7500","+529"
"09:14:50 112","7510","+202"
"09:14:50 788","7510","+559"
"09:14:53 489","7510","+150"
"09:14:54 086","7500","-2"
"09:14:54 500","7510","+1000"
"09:14:54 500","7510","+28"
"09:14:54 600","7500","-100"
"09:14:54 805","7500","-43"
"09:14:55 823","7510","+24"
"09:14:59 211","7520","+70"
"09:14:59 586","7510","-660"
"09:15:01 580","7520","+2"
"09:15:02 205","7520","+4"
"09:15:03 296","7520","+668"
"09:15:04 692","7510","-749"
"09:15:04 692","7500","-1251"
"09:15:06 183","7520","+10"
"09:15:07 794","7510","-466"
"09:15:08 109","7510","+2"
"09:15:09 097","7510","+32"
"09:15:09 097","7520","+68"
"09:15:10 191","7510","+300"
"09:15:10 798","7510","+13"
"09:15:12 011","7510","+200"
"09:15:12 300","7510","+40"
"09:15:12 703","7510","+274"
"09:15:13 907","7510","-1588"
"09:15:15 502","7510","-10"
"09:15:16 304","7510","-500"
"09:15:16 814","7510","-671"
"09:15:16 814","7500","-267"
"09:15:18 688","7510","-2"
"09:15:18 688","7500","-28"
"09:15:19 592","7520","+5"
"09:15:19 821","7520","+2405"
"09:15:20 010","7520","-1"
"09:15:20 990","7520","-10"
"09:15:22 099","7530","+1"
"09:15:22 690","7520","-861"
"09:15:23 288","7530","+1"
"09:15:24 487","7520","-100"
"09:15:24 900","7530","+2"
"09:15:25 487","7520","-10"
"09:15:27 282","7530","+500"
"09:15:29 114","7520","-30"
"09:15:32 426","7530","+200"
"09:15:32 426","7530","+1297"
"09:15:32 593","7530","+766"
"09:15:33 093","7540","+1"
"09:15:34 216","7540","+2713"
"09:15:34 216","7550","+301"
"09:15:34 886","7550","+200"
"09:15:35 098","7550","+267"
"09:15:35 287","7540","-1"
"09:15:35 287","7530","-299"
"09:15:36 106","7550","+1"
"09:15:36 195","7550","+1"
"09:15:36 887","7530","-50"
"09:15:38 400","7550","+1"
"09:15:41 591","7550","+119"
"09:15:42 392","7550","+20"
"09:15:42 618","7550","+1"
"09:15:43 104","7550","+100"
"09:15:43 499","7550","+1059"
"09:15:44 690","7550","+1000"
"09:15:44 789","7550","+1"
"09:15:46 585","7550","+172"
"09:15:46 585","7560","+28"
"09:15:48 097","7550","-250"
"09:15:48 187","7550","-260"
"09:15:48 888","7550","+300"
"09:15:50 277","7550","+50"
"09:15:53 294","7550","+1"
"09:15:53 995","7540","-106"
"09:15:54 183","7540","+37"
"09:15:54 598","7540","+37"
"09:15:54 992","7540","+70"
"09:15:55 288","7540","-1"
"09:15:55 288","7540","-1"
"09:15:55 589","7540","-28"
"09:15:55 589","7540","+1"
"09:15:55 604","7540","+2"
"09:15:55 980","7540","+5"
"09:15:56 785","7550","+100"
"09:15:58 686","7550","+1"
"09:16:00 682","7540","-867"
"09:16:02 006","7540","+1"
"09:16:02 088","7530","-200"
"09:16:02 088","7530","-708"
"09:16:02 880","7540","+163"
"09:16:02 975","7540","+14"
"09:16:03 395","7530","-428"
"09:16:03 907","7530","+1"
"09:16:05 080","7520","-10"
"09:16:07 907","7520","-648"
"09:16:09 098","7520","-132"
"09:16:10 084","7520","-100"
"09:16:10 603","7520","-150"
"09:16:11 397","7520","-10"
"09:16:11 501","7520","-406"
"09:16:12 297","7520","-55"
"09:16:13 100","7520","-23"
"09:16:15 109","7520","+10"
"09:16:17 786","7520","+397"
"09:16:20 296","7520","+800"
"09:16:20 581","7520","+1"
"09:16:28 400","7520","+307"
"09:16:29 481","7520","+10"
"09:16:29 705","7520","+400"
"09:16:30 189","7520","+1"
"09:16:31 915","7520","+61"
"09:16:31 988","7520","-39"
"09:16:32 191","7520","+12"
"09:16:37 312","7520","-189"
"09:16:39 796","7520","+2"
"09:16:40 277","7520","+674"
"09:16:41 185","7510","-1000"
"09:16:41 513","7520","+10"
"09:16:41 989","7520","-44"
"09:16:42 574","7530","+250"
"09:16:44 793","7530","+2002"
"09:16:47 906","7530","-1329"
"09:16:48 391","7530","-37"
"09:16:50 131","7530","-500"
"09:16:51 004","7530","-8"
"09:16:51 481","7540","+400"
"09:16:51 976","7540","+5"
"09:16:57 986","7540","+300"
"09:16:58 076","7540","+1"
"09:16:59 190","7540","+180"
"09:16:59 588","7540","+1"
"09:17:04 393","7540","+50"
"09:17:04 872","7530","-51"
"09:17:08 488","7530","-1218"
"09:17:10 201","7530","+50"
"09:17:13 181","7530","+7"
"09:17:13 874","7530","+98"
"09:17:18 200","7530","+200"
"09:17:18 280","7520","-3"
"09:17:19 985","7530","+87"
"09:17:21 605","7520","-635"
"09:17:22 705","7530","+10"
"09:17:23 189","7530","-54"
"09:17:23 396","7530","-300"
"09:17:25 797","7530","-100"
"09:17:26 185","7530","-3"
"09:17:26 592","7530","-6"
"09:17:28 788","7530","-1"
"09:17:29 990","7530","-1500"
"09:17:30 175","7530","-25"
"09:17:31 290","7530","-50"
"09:17:31 894","7530","-304"
"09:17:34 291","7530","+13"
"09:17:39 088","7530","+15"
"09:17:39 284","7530","+2706"
"09:17:39 284","7530","-4000"
"09:17:39 491","7530","-994"
"09:17:39 492","7520","-904"
"09:17:39 523","7520","+2"
"09:17:40 607","7520","+1"
"09:17:41 574","7520","+10"
"09:17:42 594","7510","-156"
"09:17:43 577","7520","+148"
"09:17:46 592","7510","-400"
"09:17:46 880","7520","+1"
"09:17:49 586","7520","+200"
"09:17:49 996","7510","-675"
"09:17:52 601","7510","+143"
"09:17:52 601","7510","+382"
"09:17:53 583","7510","+10"
"09:17:54 277","7510","+31"
"09:17:57 198","7500","-1077"
"09:17:57 891","7510","+5"
"09:17:57 907","7500","-166"
"09:17:57 995","7500","-3"
"09:17:58 492","7500","-16"
"09:18:00 691","7500","-47"
"09:18:01 604","7500","-90"
"09:18:03 684","7500","-5"
"09:18:03 889","7500","-1000"
